Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Hughes, Lynn Nettleton",5,5300,Reagan,Republican,9999,1941.0,9999.0,Active Ser.,Active Service,Republican,Southern,Texas,"Houston, TX",Male,White,1985,Same Party,Not Recess Appt.,546000.0,Well-Qual.,,"Divided, House",253,182,47,53,0,0,546000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4580000042915344
"Hughes, Sarah Tilghman",5,5310,Kennedy,Democrat,1975,1896.0,1985.0,Ford,Retired,Democrat,Northern,Texas,"Dallas, TX",Female,White,1962,Same Party,Conf. Recess Appt.,,Not Qualified,94TH,Unified,263,174,64,36,0,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.3149999976158142
"Hulbert, George Murray",2,5320,F. Roosevelt,Democrat,1950,1881.0,1950.0,Truman,Died,Democrat,Southern,New York,"New York, NY",Male,White,1934,Same Party,Not Recess Appt.,,Not Rated,81ST,Unified,313,117,59,36,5,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,
"Hulen, Rubey Mosley",8,5330,F. Roosevelt,Democrat,1956,1894.0,1956.0,Eisenhower,Died,Democrat,Eastern,Missouri,"St. Louis, MO",Male,White,1943,Same Party,Not Recess Appt.,,Not Rated,84TH,Unified,222,209,57,38,4,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.03349999710917473
"Hull, Thomas Gray",6,5340,Reagan,Republican,2002,1926.0,9999.0,"Bush, 43",Retired,Republican,Eastern,Tennessee,"Greenville, TN",Male,White,1983,Same Party,Not Recess Appt.,1628770.0,Qualified,107TH,"Divided, House",269,166,46,54,0,0,1628770.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.23600000143051147
"Hull, Frank Mays",11,23060,Clinton,Democrat,1997,1948.0,9999.0,Clinton,Elevated,Democrat,Northern,Georgia,"Atlanta, GA",Female,White,1994,Same Party,Not Recess Appt.,680246.0,Well-Qual.,105TH,Unified,258,176,57,43,1,0,680246.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.125
"Humphrey, J. Otis",7,5350,McKinley,Republican,1918,1850.0,1918.0,Wilson,Died,Republican,Southern,Illinois,"Springfield, IL",Male,White,1901,Same Party,Not Recess Appt.,,Not Rated,65TH,Unified,153,198,29,56,5,3,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Humphreys, West Hughes",7,5357,Pierce,Other,1862,1806.0,1882.0,Lincoln,Impeached/Removed,Democrat,"East., Mid. & West.",Tennessee,"Nashville, TN",Male,White,1853,Not Two-Party,Not Recess Appt.,,Not Rated,37TH,Unified,159,71,38,22,4,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Humphreys, David Campbell",12,5355,Grant,Republican,1879,1817.0,1879.0,Hayes,Died,Republican,Entire State,D.C.,District of Columbia,Male,White,1870,Same Party,Not Recess Appt.,,Not Rated,46TH,Unified,73,170,11,61,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Hundley, Oscar Richard",5,5360,T. Roosevelt,Republican,1909,1855.0,1921.0,Taft,Off. Term. or not Confirm,Republican,Northern,Alabama,"Birmingham, AL",Male,White,1907,Same Party,Unconf. Recess Appt.,,Not Rated,61ST,Unified,164,222,29,61,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,
"Hungate, William L.",8,5370,Carter,Democrat,1991,1922.0,9999.0,"Bush, 41",Retired,Democrat,Eastern,Missouri,"St. Louis, MO",Male,White,1979,Same Party,Not Recess Appt.,281622.0,Well-Qual.,102ND,Unified,277,158,59,41,0,0,281622.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.3310000002384186
"Hunt, Roger L.",9,30126,Clinton,Democrat,9999,1942.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Nevada,"Henderson, NV",Male,White,2000,Same Party,Not Recess Appt.,1433529.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,1433529.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.2475000023841858
"Hunt, William Henry",9,5380,T. Roosevelt,Republican,1910,1857.0,1949.0,Taft,Resigned,Republican,Entire State,Montana,"Helena, MT",Male,White,1904,Same Party,Not Recess Appt.,,Not Rated,61ST,Unified,178,207,32,58,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,
"Hunt, Willis B., Jr.",11,23550,Clinton,Democrat,9999,1932.0,9999.0,Active Ser.,Active Service,Democrat,Northern,Georgia,"Atlanta, GA",Male,White,1995,Same Party,Not Recess Appt.,622950.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,622950.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.125
"Hunter, Edwin F., Jr.",5,5400,Eisenhower,Republican,1976,1911.0,9999.0,Ford,Retired,Democrat,Western,Louisiana,"Lake Charles, LA",Male,White,1953,Cross Party,Conf. Recess Appt.,,Well-Qual.,94TH,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.17599999904632568
"Hunter, Elmo B.",8,5410,L.B. Johnson,Democrat,1980,1915.0,9999.0,Carter,Retired,Democrat,Western,Missouri,"St. Louis, MO",Male,White,1965,Same Party,Not Recess Appt.,,Well-Qual.,96TH,Unified,295,140,68,32,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.2485000044107437
"Huntington, Elisha Mills",13,5425,Tyler,Other,1862,1806.0,1862.0,Lincoln,Died,Whig,Entire State,Indiana,"Cannelton, IN",Male,White,1842,Not Two-Party,Not Recess Appt.,,Not Rated,37TH,Unified,102,133,28,22,6,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Hupp, Harry L.",9,5430,Reagan,Republican,1997,1929.0,9999.0,Clinton,Retired,Republican,Central,California,"Los Angeles, CA",Male,White,1984,Same Party,Not Recess Appt.,228967.0,Excep. Well-Qual.,105TH,"Divided, House",269,166,46,54,0,0,228967.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.26499998569488525
"Hurd, David N.",2,30104,Clinton,Democrat,9999,1937.0,9999.0,Active Ser.,Active Service,Democrat,Northern,New York,"Rome, NY",Male,White,1999,Same Party,Not Recess Appt.,1712562.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,1712562.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-0.29649999737739563
"Hurley, Denis Reagan",2,22190,"Bush, 41",Republican,2004,1937.0,9999.0,"Bush, 43",Retired,Republican,Eastern,New York,"Port Jefferson, NY",Male,White,1991,Same Party,Not Recess Appt.,346744.0,Qualified,108TH,"Divided, Both",267,165,56,44,1,0,346744.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.11400000005960464
"Hurley, Daniel T.K.",11,23555,Clinton,Democrat,9999,1943.0,9999.0,Active Ser.,Active Service,Democrat,Southern,Florida,"South Palm Beach, FL",Male,White,1994,Same Party,Not Recess Appt.,161428.0,Well-Qual.,,Unified,258,176,57,43,1,0,161428.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-0.22599999606609344
"Hutcheson, Charles Sterling",4,5460,F. Roosevelt,Democrat,1959,1894.0,1969.0,Eisenhower,Retired,Democrat,Eastern,Virginia,"Norfolk, VA",Male,White,1944,Same Party,Not Recess Appt.,,Not Rated,86TH,Unified,222,209,57,38,4,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03749999403953552
"Hutcheson, Joseph Chappell, Jr.",5,5440,Wilson,Democrat,1931,1879.0,1973.0,Hoover,Elevated,Democrat,Southern,Texas,"Houston, TX",Male,White,1918,Same Party,Not Recess Appt.,,Not Rated,71ST,Unified,210,216,53,42,9,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,
"Hutton, Herbert J.",3,5480,Reagan,Republican,2003,1937.0,9999.0,"Bush, 43",Retired,Republican,Eastern,Pennsylvania,"Philadelphia, PA",Male,African American,1988,Same Party,Not Recess Appt.,403000.0,Qualified,108TH,"Divided, Both",258,177,55,45,0,0,403000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.017500000074505806
"Huvelle, Ellen Segal",12,30070,Clinton,Democrat,9999,1948.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,D.C.,District of Columbia,Female,White,1999,Same Party,Not Recess Appt.,5232583.0,Well-Qual.,,"Divided, Both",211,223,45,55,1,0,5232583.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Huyett, Daniel H., III",3,5500,Nixon,Republican,1988,1921.0,1998.0,Reagan,Retired,Republican,Eastern,Pennsylvania,"Reading, PA",Male,White,1970,Same Party,Not Recess Appt.,,Qualified,100TH,"Divided, Both",243,192,58,42,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05700000375509262
"Ideman, James M.",9,5510,Reagan,Republican,1998,1931.0,9999.0,Clinton,Retired,Republican,Central,California,"Los Angeles, CA",Male,White,1984,Same Party,Not Recess Appt.,188856.0,Qualified,105TH,"Divided, House",269,166,46,54,0,0,188856.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.26499998569488525
"Igoe, Michael L.",7,5520,F. Roosevelt,Democrat,1965,1885.0,1967.0,L.B. Johnson,Retired,Democrat,Northern,Illinois,"Chicago, IL",Male,White,1938,Same Party,Conf. Recess Appt.,,Not Rated,89TH,Unified,333,89,75,17,13,4,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.16999998688697815
"Illston, Susan Y.",9,23560,Clinton,Democrat,9999,1948.0,9999.0,Active Ser.,Active Service,Democrat,Northern,California,"Redwood City, CA",Female,White,1995,Same Party,Not Recess Appt.,8616500.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,8616500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3174999952316284
"Inch, Robert Alexander",2,5530,Harding,Republican,1958,1873.0,1961.0,Eisenhower,Retired,Republican,Eastern,New York,"Brooklyn, NY",Male,White,1923,Same Party,Conf. Recess Appt.,,Not Rated,85TH,Unified,207,225,43,51,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Ingersoll, Charles Anthony",2,5535,Pierce,Other,1860,1798.0,1860.0,Buchanan,Died,Democrat,Entire State,Connecticut,"New Haven, CT",Male,White,1853,Not Two-Party,Not Recess Appt.,,Not Rated,36TH,Unified,159,71,38,22,4,2,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Ingraham, Joe McDonald",5,5540,Eisenhower,Republican,1969,1903.0,1990.0,Nixon,Elevated,Republican,Southern,Texas,"Houston, TX",Male,White,1954,Same Party,Not Recess Appt.,,Qualified,91ST,Unified,213,221,47,48,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17599999904632568
"Ingram, William A.",9,5560,Ford,Republican,1990,1924.0,9999.0,"Bush, 41",Retired,Republican,Northern,California,"San Jose, CA",Male,White,1976,Same Party,Not Recess Appt.,,Well-Qual.,101ST,"Divided, Both",291,144,61,38,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.3720000088214874
"Innes, Harry",13,5565,Washington,Other,1816,1752.0,1816.0,Madison,Died,Anti Federalist,Entire State,Kentucky,"Frankfort, KY",Male,White,1789,Not Two-Party,Not Recess Appt.,,Not Rated,14TH,Unified,26,38,9,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Irenas, Joseph Eron",3,22495,"Bush, 41",Republican,2002,1940.0,9999.0,"Bush, 43",Retired,Republican,Entire State,New Jersey,"Newark, NJ",Male,White,1992,Same Party,Not Recess Appt.,1581435.0,Well-Qual.,107TH,"Divided, Both",267,165,56,44,1,0,1581435.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.492000013589859
"Irizarry, Dora L.",2,30367,"Bush, 43",Republican,9999,1955.0,9999.0,Active Ser.,Active Service,Republican,Eastern,New York,,Female,Hispanic,2004,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Irving, J. Lawrence",9,5570,Reagan,Republican,1990,1935.0,9999.0,"Bush, 41",Resigned,Republican,Southern,California,"San Diego, CA",Male,White,1982,Same Party,Not Recess Appt.,4020933.0,Excep. Well-Qual.,101ST,"Divided, House",243,192,47,53,0,0,4020933.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3580000102519989
"Irwin, Thomas",3,5577,Jackson,Other,1859,1785.0,1870.0,Buchanan,Resigned,Democrat,Western,Pennsylvania,"Pittsburgh, PA",Male,White,1831,Not Two-Party,Conf. Recess Appt.,,Not Rated,35TH,Unified,141,58,25,21,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Ishii, Anthony W.",9,30034,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Democrat,Eastern,California,"Fresno, CA",Male,Asian American,1997,Same Party,Not Recess Appt.,805500.0,Well-Qual.,,"Divided, Both",207,227,45,55,1,0,805500.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.3174999952316284
"Jack, Janis Graham",5,23565,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Democrat,Southern,Texas,"Corpus Christie, TX",Female,White,1994,Same Party,Not Recess Appt.,2195000.0,Qualified,,Unified,258,176,57,43,1,0,2195000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.37700000405311584
"Jack, George Whitfield",5,5580,Wilson,Democrat,1924,1875.0,1924.0,Coolidge,Died,Democrat,Western,Louisiana,"Shreveport, LA",Male,White,1917,Same Party,Not Recess Appt.,,Not Rated,68TH,Unified,210,216,53,42,9,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Jackson, Raymond A.",4,23570,Clinton,Democrat,9999,1949.0,9999.0,Active Ser.,Active Service,Democrat,Eastern,Virginia,"Norfolk, VA",Male,African American,1993,Same Party,Not Recess Appt.,283000.0,Well-Qual.,,Unified,258,176,57,43,1,0,283000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.19900000095367432
"Jackson, John Jay, Jr.",4,5590,Lincoln,Republican,1905,1824.0,1907.0,T. Roosevelt,Retired,Whig,Western,Virginia,"Parkersburg, VA",Male,White,1861,Not Two-Party,Not Recess Appt.,,Not Rated,59TH,Unified,42,106,11,31,28,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,
"Jackson, John George",5,5588,Monroe,Other,1825,1774.0,1825.0,J.Q. Adams,Died,Democrat,Western,Virginia,"Clarksburg, VA",Male,White,1819,Not Two-Party,Not Recess Appt.,,Not Rated,19TH,Unified,141,42,34,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,
"Jackson, Carol Elaine",8,22830,"Bush, 41",Republican,9999,1952.0,9999.0,Active Ser.,Active Service,Independent,Eastern,Missouri,"St. Louis, MO",Female,African American,1992,Not Two-Party,Not Recess Appt.,34260.0,Qualified,,"Divided, Both",267,165,56,44,1,0,34260.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1875
"Jackson, Thomas Penfield",12,5600,Reagan,Republican,2002,1937.0,9999.0,"Bush, 43",Retired,Republican,Entire State,D.C.,District of Columbia,Male,White,1982,Same Party,Not Recess Appt.,95553.0,Qualified,107TH,"Divided, House",243,192,47,53,0,0,95553.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5379999876022339
"Jacobs, Fred Clinton",9,5610,Harding,Republican,1936,1865.0,1958.0,F. Roosevelt,Retired,Republican,Entire State,Arizona,"Globe, AZ",Male,White,1923,Same Party,Not Recess Appt.,,Not Rated,74TH,Unified,207,225,43,51,3,2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"James, Robert G.",5,30100,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Democrat,Western,Louisiana,"Ruston, IL",Male,White,1998,Same Party,Not Recess Appt.,607468.0,Qualified,,"Divided, Both",207,227,45,55,1,0,607468.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.14800000190734863
"James, William P.",9,5620,Harding,Republican,1940,1870.0,1940.0,F. Roosevelt,Died,Republican,Southern,California,"Los Angeles, CA",Male,White,1923,Same Party,Not Recess Appt.,,Not Rated,76TH,Unified,207,225,43,51,3,2,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.17599999904632568
"James, Charles Pinckney",12,5617,Hayes,Republican,1892,1818.0,1899.0,B. Harrison,Retired,Republican,Entire State,D.C.,District of Columbia,Male,White,1879,Same Party,Not Recess Appt.,,Not Rated,52ND,"Divided, Both",150,128,43,33,14,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
"Jameson, William J.",9,5630,Eisenhower,Republican,1969,1898.0,1990.0,Nixon,Retired,Republican,Entire State,Montana,"Billings, MT",Male,White,1957,Same Party,Not Recess Appt.,,Well-Qual.,91ST,"Divided, Both",234,201,49,47,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.17599999904632568
"Jarvis, James H., II",6,5640,Reagan,Republican,2002,1937.0,9999.0,"Bush, 43",Retired,Republican,Eastern,Tennessee,"Knoxville, TN",Male,White,1984,Same Party,Not Recess Appt.,687636.0,Qualified,107TH,"Divided, House",269,166,46,54,0,0,687636.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.23600000143051147
"Jenkins, James Graham",7,5659,Cleveland (1),Democrat,1893,1834.0,1921.0,Cleveland (2),Elevated,Democrat,Eastern,Wisconsin,"Milwaukee, WI",Male,White,1888,Same Party,Not Recess Appt.,,Not Rated,53RD,"Divided, Senate",170,151,37,39,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Jenkins, Martin J.",9,30036,Clinton,Democrat,9999,1953.0,9999.0,Active Ser.,Active Service,Democrat,Northern,California,"Oakland, CA",Male,African American,1997,Same Party,Not Recess Appt.,42100.0,Well-Qual.,,"Divided, Both",207,227,45,55,1,0,42100.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-0.3174999952316284
"Jenkins, Bruce S.",10,5650,Carter,Democrat,1994,1927.0,9999.0,Clinton,Retired,Democrat,Entire State,Utah,"Salt Lake City, UT",Male,White,1978,Same Party,Not Recess Appt.,,Well-Qual.,103RD,Unified,292,143,62,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,-0.5019999742507935
"Jenney, Ralph E.",9,5670,F. Roosevelt,Democrat,1945,1883.0,1945.0,Truman,Died,Democrat,Southern,California,"Los Angeles, CA",Male,White,1937,Same Party,Not Recess Appt.,,Not Rated,79TH,Unified,333,89,75,17,13,4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.08100000023841858
"Jensen, D. Lowell",9,5680,Reagan,Republican,1997,1928.0,9999.0,Clinton,Retired,Democrat,Northern,California,"San Francisco, CA",Male,White,1986,Cross Party,Not Recess Appt.,222616.0,Well-Qual.,105TH,"Divided, House",253,182,47,53,0,0,222616.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.26499998569488525
"Jertberg, Gilbert H.",9,5690,Eisenhower,Republican,1958,1897.0,1973.0,Eisenhower,Elevated,Republican,Southern,California,"Fresno, CA",Male,White,1955,Same Party,Not Recess Appt.,,Excep. Well-Qual.,85TH,"Divided, Both",232,203,48,47,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14900000393390656
"Johnson, Sterling, Jr.",2,22195,"Bush, 41",Republican,2003,1934.0,9999.0,"Bush, 43",Retired,Democrat,Eastern,New York,"Jefferson County, NY",Male,African American,1991,Cross Party,Not Recess Appt.,297000.0,Qualified,108TH,"Divided, Both",267,165,56,44,1,0,297000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.11400000005960464
"Johnson, Albert Williams",3,5720,Coolidge,Republican,1945,1872.0,1957.0,Truman,Resigned,Republican,Middle,Pennsylvania,"Lewisburg, PA",Male,White,1925,Same Party,Conf. Recess Appt.,,Not Rated,79TH,Unified,183,247,40,54,5,1,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,
"Johnson, Joseph Travis",4,5790,Wilson,Democrat,1919,1858.0,1919.0,Wilson,Died,Democrat,Entire State,South Carolina,"Greenville, SC",Male,White,1915,Same Party,Conf. Recess Appt.,,Not Rated,66TH,Unified,231,193,56,39,8,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
