Name,Circuit,ID,Appointing President,Appointing President Party,Year of Departure,Year of Birth,Year of Death,President when Departed,Reason for Departing,Judge Party,District,State,City,Gender,Race,Year of Appointment,Cross Appointment,Recess Appointment,Assets,ABA Rating,Congress,Unity,House Democrats,House Republicans,Senate Democrats,Senate Republicans,House Independents,Senate Independents,Net Worth,Previous Position - ssc,Previous Position - slc,Previous Position - locct,Previous Position - sjdget,Previous Position - ausa,Previous Position - usa,Previous Position - sgo,Previous Position - sg,Previous Position - ago,Previous Position - ag,Previous Position - cc,Previous Position - sp,Previous Position - mag,Previous Position - bank,Previous Position - terr,Previous Position - cab,Previous Position - asatty,Previous Position - satty,Previous Position - cabdept,Previous Position - scab,Previous Position - scabdpt,Previous Position - aag,Previous Position - indreg1,Previous Position - reg1,Previous Position - reg2,Previous Position - reg3,Previous Position - house,Previous Position - senate,Previous Position - gov,Previous Position - ssenate,Previous Position - shouse,Previous Position - mayor,Previous Position - ccoun,Previous Position - ccom,Previous Position - ada,Previous Position - da,Previous Position - lother,Previous Position - lotherl,Previous Position - lawprof,Previous Position - private,Ideology Score
"Scott, Nauman S.",5,13540,Nixon,Republican,1984,1916.0,9999.0,Reagan,Retired,Republican,Western,Louisiana,"Alexandria, LA",Male,White,1970,Same Party,Not Recess Appt.,,Qualified,98TH,"Divided, Both",243,192,58,42,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3779999911785126
"Scott, Jeanne E.",7,30026,Clinton,Democrat,9999,1948.0,9999.0,Active Ser.,Active Service,Democrat,Central,Illinois,"Springfield, IL",Female,White,1998,Same Party,Not Recess Appt.,1212535.0,Qualified,,"Divided, Both",207,227,45,55,1,0,1212535.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.31199997663497925
"Scott, George Cromwell",8,13530,Harding,Republican,1943,1864.0,1948.0,F. Roosevelt,Retired,Republican,Northern,Iowa,"Sioux Falls, IA",Male,White,1922,Same Party,Not Recess Appt.,,Not Rated,78TH,Unified,132,300,37,59,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Scott, Thomas E.",11,13550,Reagan,Republican,1990,1948.0,9999.0,"Bush, 41",Resigned,Republican,Southern,Florida,"Miami, FL",Male,White,1985,Same Party,Not Recess Appt.,266500.0,Well-Qual.,101ST,"Divided, House",253,182,47,53,0,0,266500.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.1289999932050705
"Scullin, Frederick James, Jr.",2,22430,"Bush, 41",Republican,9999,1939.0,9999.0,Active Ser.,Active Service,Republican,Northern,New York,"Syracuse, NY",Male,White,1992,Same Party,Not Recess Appt.,597000.0,Qualified,,"Divided, Both",267,165,56,44,1,0,597000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.11400000005960464
"Seals, Woodrow B.",5,13560,L.B. Johnson,Democrat,1982,1917.0,1990.0,Reagan,Retired,Democrat,Southern,Texas,"Houston, TX",Male,White,1966,Same Party,Not Recess Appt.,,Qualified,97TH,Unified,295,140,68,32,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3149999976158142
"Seaman, William Henry",7,13569,Cleveland (2),Democrat,1905,1842.0,1915.0,T. Roosevelt,Elevated,Democrat,Eastern,Wisconsin,"Sheboygan, WI",Male,White,1893,Same Party,Not Recess Appt.,,Not Rated,59TH,Unified,220,126,44,38,8,3,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,
"Sear, Morey L.",5,13580,Ford,Republican,2000,1929.0,9999.0,Clinton,Retired,Republican,Eastern,Louisiana,"New Orleans, LA",Male,White,1976,Same Party,Not Recess Appt.,,Well-Qual.,106TH,"Divided, Both",291,144,61,38,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.3720000088214874
"Seay, Frank Howell",10,13590,Carter,Democrat,2003,1938.0,9999.0,"Bush, 43",Retired,Democrat,Eastern,Oklahoma,"Muskogee, OK",Male,Native American,1979,Same Party,Not Recess Appt.,220403.0,Qualified,108TH,Unified,277,158,59,41,0,0,220403.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,-0.12200000137090683
"Sedwick, John W.",9,22890,"Bush, 41",Republican,9999,1946.0,9999.0,Active Ser.,Active Service,Independent,Entire State,Alaska,,Male,White,1992,Not Two-Party,Not Recess Appt.,1919124.0,Well-Qual.,,"Divided, Both",267,165,56,44,1,0,1919124.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.22299998998641968
"Seitz, Patricia",11,30155,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Democrat,Southern,Florida,"Coral Gables, FL",Female,White,1998,Same Party,Not Recess Appt.,3390908.0,Qualified,,"Divided, Both",207,227,45,55,1,0,3390908.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.22599999606609344
"Selna, James V.",9,30391,"Bush, 43",Republican,9999,1945.0,9999.0,Active Ser.,Active Service,Republican,Central,California,,Male,White,2003,Same Party,Not Recess Appt.,,,,Unified,205,228,48,51,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4860000014305115
"Selya, Bruce Marshall",1,13610,Reagan,Republican,1986,1934.0,9999.0,Reagan,Elevated,Republican,Entire State,Rhode Island,"Providence, RI",Male,White,1982,Same Party,Not Recess Appt.,2563690.0,Well-Qual.,99TH,"Divided, House",243,192,47,53,0,0,2563690.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.014000000432133675
"Sentelle, David Bryan",4,13630,Reagan,Republican,1987,1943.0,9999.0,Reagan,Elevated,Republican,Western,North Carolina,"Ashville, NC",Male,White,1985,Same Party,Not Recess Appt.,472894.0,Well-Qual.,100TH,"Divided, House",253,182,47,53,0,0,472894.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5615000128746033
"Senter, Lyonel T., Jr.",5,13650,Carter,Democrat,1998,1933.0,9999.0,Clinton,Retired,Democrat,Northern,Mississippi,"Aberdeen, MS",Male,White,1979,Same Party,Not Recess Appt.,146400.0,Qualified,105TH,Unified,277,158,59,41,0,0,146400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.03400000184774399
"Sessions, William K., III",2,23800,Clinton,Democrat,9999,1947.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,Vermont,"Middlebury, VT",Male,White,1995,Same Party,Not Recess Appt.,468829.0,Well-Qual.,,"Divided, Both",203,231,48,52,1,0,468829.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,-0.3400000035762787
"Sessions, William S.",5,13670,Ford,Republican,1987,1930.0,,Reagan,Resigned,Republican,Western,Texas,"El Paso, TX",Male,White,1974,Same Party,Not Recess Appt.,,Qualified,100TH,"Divided, Both",243,192,57,43,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.3400000035762787
"Sessions, Clarence W.",6,13660,Taft,Republican,1931,1859.0,1931.0,Hoover,Died,Republican,Western,Michigan,"Grand Rapids, MI",Male,White,1911,Same Party,Not Recess Appt.,,Not Rated,72ND,"Divided, House",228,162,42,49,1,0,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Settle, Thomas, Jr.",5,13685,Grant,Republican,1888,1831.0,1888.0,Cleveland (1),Died,Republican,Northern,Florida,"Raleigh, NC",Male,White,1877,Same Party,Not Recess Appt.,,Not Rated,50TH,"Divided, House",181,107,29,46,3,0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,
"Severens, Henry Franklin",6,13690,Cleveland (1),Democrat,1900,1835.0,1923.0,McKinley,Elevated,Democrat,Western,Michigan,"Kalamazoo, MI",Male,White,1886,Same Party,Not Recess Appt.,,Not Rated,56TH,"Divided, Senate",182,140,34,41,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,
"Sewall, David",4,13703,Washington,Other,1818,1735.0,1825.0,Monroe,Resigned,Federalist,Entire State,Maine,"York, ME",Male,White,1789,Not Two-Party,Not Recess Appt.,,Not Rated,15TH,Unified,26,38,9,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
"Seybert, Joanna",2,23805,Clinton,Democrat,9999,1946.0,9999.0,Active Ser.,Active Service,Republican,Eastern,New York,"Oyster Bay, NY",Female,White,1993,Cross Party,Not Recess Appt.,537855.0,Qualified,,Unified,258,176,57,43,1,0,537855.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,-0.29100000858306885
"Seymore, Margaret B.",4,30018,Clinton,Democrat,9999,1947.0,9999.0,Active Ser.,Active Service,Democrat,Entire State,South Carolina,"Columbia, SC",Female,African American,1998,Same Party,Not Recess Appt.,198751.0,Well-Qual.,,"Divided, Both",207,227,45,55,1,0,198751.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.22300000488758087
"Seymour, Augustus Sherrill",4,13708,Arthur,Republican,1897,1836.0,1897.0,Cleveland (2),Died,Republican,Eastern,North Carolina,"Newbern, NC",Male,White,1882,Same Party,Not Recess Appt.,,Not Rated,54TH,Unified,130,152,37,37,11,2,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,
"Shabaz, John C.",7,13720,Reagan,Republican,9999,1931.0,9999.0,Active Ser.,Active Service,Republican,Western,Wisconsin,"Madison, WI",Male,White,1981,Same Party,Not Recess Appt.,521000.0,Qualified,,"Divided, House",243,192,47,53,0,0,521000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1979999989271164
